BLZ;Institutsname;BIC
52411010;Cash Express Gf2 Frankfurt;CAGBDEF1CMI
52420000;Credit Agricole Deutschland;BSUIDEFFXXX
52420300;SHINHAN BANK EUROPE Ffm;SHBKDEFFXXX
52420600;Piraeus Bank Frankfurt;ABGRDEFFXXX
52420700;SECB Frankfurt Main;SECGDEFFXXX
52430000;Credit Mutuel - BECM;CMCIDEF1XXX
53040012;Commerzbank Fulda;COBADEFFXXX
53050180;Sparkasse Fulda;HELADEF1FDS
53051396;Kreissparkasse Schlüchtern;HELADEF1SLU
53060180;VR Genossenschaftsbk Fulda;GENODE51FUL
53061230;VR-Bank NordRhön Hünfeld;GENODEF1HUE
53061313;VR Bk Schlüchtern-Birstein;GENODE51SLU
53062035;Raiffbk Großenlüder;GENODEF1GLU
53062350;Raiffbk Biebergrd-Petersbg;GENODEF1PBG
53064023;Raiffeisenbank Flieden;GENODEF1FLN
53070007;Deutsche Bank Fulda;DEUTDEFF530
53070024;Deutsche Bank PGK Fulda;DEUTDEDB530
53080030;Commerzbank Fulda;DRESDEFF530
53093200;VR Bank HessenLand;GENODE51ALS
53093255;AgrarBank Alsfeld;GENODE51AGR
53240048;Commerzbank Bad Hersfeld;COBADEFFXXX
53250000;Spk Bad Hersfeld-Rotenburg;HELADEF1HER
53260145;Raiffeisenbank Asbach-Sorga;GENODEF1HFA
53261202;Bankverein Bebra;GENODEF1BEB
53261342;Raiffbk Werratal-Landeck;GENODEF1RAW
53262073;Raiffeisenbank Haunetal;GENODEF1HNT
53262455;Raiffeisenbank Ronshausen;GENODEF1ROH
53270012;Deutsche Bank Bad Hersfeld;DEUTDEFF532
53270024;Deutsche Bank PGK Bad Hersf;DEUTDEDB518
53280081;Commerzbank Bad Hersfeld;DRESDEFF532
53290000;VR-Bank Bad Hersfeld-Rotenb;GENODE51BHE
53340024;Commerzbank Marburg Lahn;COBADEFFXXX
53350000;Spk Marburg-Biedenkopf;HELADEF1MAR
53361724;Raiffbk Ebsdorfergrund;GENODEF1EBG
53370008;Deutsche Bank Marburg Lahn;DEUTDEFF533
53370024;Deutsche Bank PGK Marburg;DEUTDEDB533
53380042;Commerzbank Marburg Lahn;DRESDEFF533
53381843;Commerzbank Stadtallendf;DRESDEFF568
53390635;apoBank Gießen;DAAEDED1035
54020090;UniCredit Bank-HypoVereinbk;HYVEDEMM482
54030011;Service Credit Union;SCRUDE51XXX
54040042;Commerzbank Kaiserslautern;COBADEFFXXX
54050110;St Spk Kaiserslautern;MALADE51KLS
54050220;Kr Spk Kaiserslautern;MALADE51KLK
54051550;Kr Spk Kusel;MALADE51KUS
54051660;St Spk Landstuhl -alt-;MALADE51LAS
54051990;Sparkasse Donnersberg;MALADE51ROK
54061650;VR-Bank Westpfalz;GENODE61LAN
54062027;Raiffbk Albisheim -alt-;GENODE61ALB
54070024;Deutsche Bank PGK Kaisersla;DEUTDEDB540
54070092;Deutsche Bank Kaiserslauter;DEUTDESM540
54080021;Commerzbk Kaiserslautern;DRESDEFF540
54090000;VB Kaisersl.-Nordwestpf.;GENODE61KL1
54091700;Volksbank Lauterecken;GENODE61LEK
54091800;VR Bank Nordwestpfalz -alt-;GENODE61OB1
54092400;Volksbank Glan-Münchweiler;GENODE61GLM
54210111;SEB Pirmasens;ESSEDE5F542
54220091;UniCredit Bank-HypoVereinbk;HYVEDEMM485
54240032;Commerzbank Pirmasens;COBADEFFXXX
54250010;Spk Südwestpfalz Pirmasens;MALADE51SWP
54261700;VR-Bank Südwestpfalz;GENODE61ROA
54270024;Deutsche Bank PGK Pirmasens;DEUTDEDB542
54270096;Deutsche Bank Pirmasens;DEUTDESM542
54280023;Commerzbank Pirmasens;DRESDEFF542
54290000;VR-Bank Pirmasens;GENODE61PS1
54291200;Raiffeisen u Volksbank Dahn;GENODE61DAH
54500000;BBk Ludwigshafen am Rhein;MARKDEF1545
54510067;Postbank Ludwigshafen;PBNKDEFFXXX
54520194;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54540033;Commerzbank Ludwigshafen Rh;COBADEFFXXX
54550010;Sparkasse Vorderpfalz;LUHSDE6AXXX
54550120;Kreissparkasse Rhein-Pfalz;MALADE51LUH
54561310;RV Bank Rhein-Haardt;GENODE61LBS
54570024;Deutsche Bank PGK Ludwigsha;DEUTDEDB545
54570094;Deutsche Bank Ludwigshafen;DEUTDESM545
54580020;Commerzbank Ludwigshafen;DRESDEFF545
54620093;UniCredit Bank-HypoVereinbk;HYVEDEMM620
54640035;Commerzbank Neustadt Weinst;COBADEFFXXX
54651240;Spk Rhein-Haardt;MALADE51DKH
54661800;Raiffeisenbank Freinsheim;GENODE61FSH
54663270;Raiffbk Friedelsheim;GENODE61FHR
54670024;Deutsche Bank PGK Neustadt;DEUTDEDB546
54670095;Deutsche Bank Neustadt Wstr;DEUTDESM546
54680022;Commerzbank Neustadt;DRESDEFF546
54690623;apoBank Neustadt, Weinstr;DAAEDED1023
54691200;VR Bank Mittelhaardt;GENODE61DUW
54750010;Kr u St Spk Speyer;MALADE51SPY
54760900;EKK Speyer -alt-;GENODEF1EK6
54761411;Raiffbk Schifferstadt -alt-;GENODE61SFS
54790000;VB Kur- und Rheinpfalz;GENODE61SPE
54850010;Spk Südl Weinstr in Landau;SOLADES1SUW
54851440;Spk Kandel Pfalz;MALADE51KAD
54861190;Raiffbk Oberhaardt-Gäu-alt-;GENODE61EDH
54862390;Raiffeisenbank Herxheim;GENODE61HXH
54862500;VR Bank Südpfalz;GENODE61SUW
54891300;VR Bank Südl Weinstr;GENODE61BZA
55000000;BBk Mainz;MARKDEF1550
55010111;SEB Mainz;ESSEDE5F550
55010400;Aareal Bank GF - BK01 -;AARBDE5WDOM
55010424;Aareal Bank;AARBDE5W550
55010625;Aareal Clearing Wiesbaden;AARBDE5WCLE
55010800;ISB RP;ISBRDE55XXX
55020000;BHF-BANK Mainz;BHFBDEFF550
55020100;Bausparkasse Mainz;BKMZDE51XXX
55020486;UniCredit Bank-HypoVereinbk;HYVEDEMM486
55020500;Bank für Sozialwirtschaft;BFSWDE33MNZ
55020600;Westdeutsche Immobilien Bk;IMMODE5MXXX
55020700;SWK-Bank Bingen;SUFGDE51XXX
55030500;GE Capital Bank Mainz;CPLADE55XXX
55030533;GE Capital Direkt;CPDIDE51XXX
55033300;Santander Bank Mainz;SCFBDE33XXX
55040022;Commerzbank Mainz;COBADEFFXXX
55040060;Commerzbank CC Mainz;COBADEFFXXX
55040061;Commerzbank CC Mainz;COBADEFFXXX
55050000;ZV LBBW Mainz;SOLADEST550
55050120;Sparkasse Mainz;MALADE51MNZ
55060321;VR-Bank Mainz -alt-;GENODE51MZ4
55060417;VR-Bank Mainz -alt-;GENODE51MZ2
55060611;Genobank Mainz;GENODE51MZ6
55060831;apoBank Mainz;DAAEDED1031
55061303;Budenheimer Volksbank;GENODE51BUD
55061507;VR-Bank Mainz -alt-;GENODE51HDS
55061907;Volksbank Rhein-Selz -alt-;GENODE51NIS
55070024;Deutsche Bank PGK Mainz;DEUTDEDBMAI
55070040;Deutsche Bank Mainz;DEUTDE5MXXX
55080044;CommerzBk TF MZ 1, Mainz;COBADEFFXXX
55080065;Commerzbank Mainz;DRESDEFF550
55080085;Commerzbank ITGK1 Mainz;DRESDEFFJ20
55080086;Commerzbank ITGK2 Mainz;DRESDEFFJ21
55080088;CommerzBk TF MZ 2, Mainz;DRESDEFF555
55090500;Sparda-Bank Südwest;GENODEF1S01
55091200;Volksbank Alzey-Worms;GENODE61AZY
55150098;Clearingkonto LRP-SI;MALADE51EMZ
55160195;Pax-Bank Mainz;GENODED1PA4
55190000;Mainzer Volksbank Mainz;MVBMDE55XXX
55190028;Mainzer Volksbank -alt-;MVBMDE51028
55190050;Mainzer Volksbank -alt-;MVBMDE51050
55190064;Mainzer Volksbank -alt-;MVBMDE51064
55190065;Mainzer Volksbank -alt-;MVBMDE51065
55190068;Mainzer Volksbank -alt-;MVBMDE51068
55190088;Mainzer Volksbank -alt-;MVBMDE51088
55190094;Mainzer Volksbank -alt-;MVBMDE51094
55340041;Commerzbank Worms;COBADEFFXXX
55350010;Sparkasse Worms-Alzey-Ried;MALADE51WOR
55361202;VR Bank;GENODE51AHM
55362071;Volksbank Bechtheim -alt-;GENODE51BEC
55390000;VB Worms-Wonnegau -alt-;GENODE61WO1
56020086;UniCredit Bank-HypoVereinbk;HYVEDEMM515
56050180;Sparkasse Rhein-Nahe;MALADE51KRE
56051790;Kr Spk Rhein-Hunsrück;MALADE51SIM
56061151;Raiffeisenbank Kastellaun;GENODED1KSL
56061472;VB Hunsrück-Nahe;GENODED1KHK
56062227;Volksbank Rheinböllen;GENODED1RBO
56062577;Vereinigte Raiffeisenkassen;GENODED1VRK
56070024;Deutsche Bank PGK Bad Kreuz;DEUTDEDB560
56070040;Deutsche Bank Bad Kreuznach;DEUTDE5M560
56090000;VB Rhein-Nahe-Hunsrück;GENODE51KRE
56240050;Commerzbank Idar-Oberstein;COBADEFFXXX
56250030;Kr Spk Birkenfeld;BILADE55XXX
56261735;Raiffeisenbank Nahe;GENODED1FIN
56270024;Deutsche Bank PGK I-Oberst;DEUTDEDB562
56270044;Deutsche Bank Idar-Oberst;DEUTDE5M562
56290000;VB-Raiffbk Naheland -alt-;GENODE51IDO
57000000;BBk Koblenz;MARKDEF1570
57010111;SEB Koblenz;ESSEDE5F570
57020086;UniCredit Bank-HypoVereinbk;HYVEDEMM401
57020301;MKB Koblenz;MKBKDE51XXX
57020500;Oyak Anker Bank;OYAKDE5KXXX
57020600;Debeka Bauspk Koblenz;DEBKDE51XXX
57040044;Commerzbank Koblenz;COBADEFFXXX
57050120;Sparkasse Koblenz;MALADE51KOB
57051001;Kr Spk Westerwald Montabaur;MALADE51BMB
57051870;Kr Spk Cochem-Zell -alt-;MALADE51COC
57060000;WGZ Bank Koblenz;GENODEDD570
57060612;apoBank Koblenz;DAAEDED1012
57062675;Raiffbk Niederwallmenach;GENODE51NWA
57063478;Volksbank Vallendar-Niederw;GENODED1VAN
57064221;Volksbank Mülheim-Kärlich;GENODED1MKA
57069067;Raiffbk Lutzerather-Höhe;GENODED1LUH
57069081;Raiffeisenbank Moselkrampen;GENODED1MOK
57069144;Raiffbk Eifeltor;GENODED1KAI
57069238;Raiffbk Neustadt;GENODED1ASN
57069257;Raiffbk Untermosel;GENODED1UMO
57069315;Raiffbk Straßenhaus -alt-;GENODED1SRH
57069361;Raiffeisenbank Welling;GENODED1WLG
57069526;Raiffbk Idarwald -alt-;GENODED1IDW
57069727;Raiffeisenbank Irrel;GENODED1IRR
57069806;VR-Bank Hunsrück-Mosel;GENODED1MBA
57070024;Deutsche Bank PGK Koblenz;DEUTDEDB570
57070045;Deutsche Bank Koblenz;DEUTDE5M570
57080070;Commerzbank Koblenz;DRESDEFF570
57090000;VB Koblenz Mittelrhein;GENODE51KOB
57090900;PSD Bank Koblenz;GENODEF1P12
57091000;Volksbank Montabaur;GENODE51MON
57091100;VB Höhr-Grenzhausen -alt-;GENODE51HGR
57092800;Volksbank Rhein-Lahn;GENODE51DIE
57263015;Raiffeisenbank Arzbach;GENODE51ARZ
57351030;Kreissparkasse Altenkirchen;MALADE51AKI
57361476;Volksbank Gebhardshain;GENODED1GBS
57363243;Raiffbk Niederfischb. -alt-;GENODED1NFB
57391200;Volksbank Daaden;GENODE51DAA
57391500;VB Hamm, Sieg Hamm, Sieg;GENODE51HAM
57391800;Westerwald Bank;GENODE51WW1
57450120;Sparkasse Neuwied;MALADE51NWD
57460117;VR-Bank Neuwied-Linz;GENODED1NWD
57461759;Raiffbk Mittelrhein;GENODED1MRW
57470024;Deutsche Bank PGK Neuwied;DEUTDEDB574
57470047;Deutsche Bank Neuwied;DEUTDE5M574
57650010;Kr Spk Mayen;MALADE51MYN
57661253;Raiffeisenbank Kehrig;GENODED1KEH
57662263;VR Bank Rhein-Mosel;GENODED1MPO
57751310;Kr Spk Ahrweiler;MALADE51AHR
57761591;VB RheinAhrEifel;GENODED1BNA
57762265;Raiffbk Grafschaft-Wachtbg;GENODED1GRO
58510111;SEB Trier;ESSEDE5F585
58520086;UniCredit Bank-HypoVereinbk;HYVEDEMM437
58540035;Commerzbank Trier;COBADEFFXXX
58550130;Sparkasse Trier;TRISDE55XXX
58560103;Volksbank Trier;GENODED1TVB
58560294;Pax-Bank Trier;GENODED1PA3
58561250;Volksbank Hermeskeil -alt-;GENODED1HER
58561626;Volksbank Saarburg -alt-;GENODED1SRB
58561771;Raiffbk Mehring-Leiwen;GENODED1MLW
58564788;VB Hochwald-Saarburg;GENODED1HWM
58570024;Deutsche Bank PGK Trier;DEUTDEDB585
58570048;Deutsche Bank Trier;DEUTDE5M585
58580074;Commerzbank Trier;DRESDEFF585
58590900;PSD Bank Trier;GENODEF1P21
58650030;Kr Spk Bitburg-Prüm;MALADE51BIT
58651240;Kreissparkasse Vulkaneifel;MALADE51DAU
58660101;Volksbank Bitburg;GENODED1BIT
58661901;Raiffeisenbank Westeifel;GENODED1WSC
58662653;Raiffbk östl Südeifel;GENODED1OSE
58668818;Raiffbk Neuerburg-Land -alt;GENODED1NBL
58691500;Volksbank Eifel Mitte;GENODED1PRU
58751230;Spk Mittelmosel EMH;MALADE51BKS
58760954;VVR-Bank Wittlich;GENODED1WTL
58761343;Raiffbk Zeller Land;GENODED1BPU
58771224;Deutsche Bank PGK Bernkast-;DEUTDEDB587
58771242;Deutsche Bank Bernkast-Kues;DEUTDE5M587
59000000;BBk Saarbrücken;MARKDEF1590
59010011;Postbk St. Ingbert Gf FK 11;PBNKDEFFXXX
59010012;Postbk St. Ingbert Gf FK 12;PBNKDEFFXXX
59010013;Postbk St. Ingbert Gf FK 13;PBNKDEFFXXX
59010014;Postbk Völklingen Gf FK 14;PBNKDEFFXXX
59010015;Postbank Horb Gf FK 15;PBNKDEFFXXX
59010016;Postbank Bruchsal Gf FK 16;PBNKDEFFXXX
59010017;Postbk Stahnsdorf Gf FK 17;PBNKDEFFXXX
59010018;Postbank Wedel Gf FK 18;PBNKDEFFXXX
59010019;Postbank Ipsheim Gf FK 19;PBNKDEFFXXX
59010020;Postbank Rellingen GF FK 20;PBNKDEFFXXX
59010021;Postbank Nauen GF FK 21;PBNKDEFFXXX
59010022;Postbank Rahden GF FK 22;PBNKDEFFXXX
59010023;Postbank Dorsten GF FK 23;PBNKDEFFXXX
59010024;Postbank Brühl GF FK 2;PBNKDEFFXXX
59010025;Postbank Mengen GF FK 25;PBNKDEFFXXX
59010026;Postbank Mengen GF FK 26;PBNKDEFFXXX
59010027;Postbk Pinneberg Gf FK 27;PBNKDEFFXXX
59010028;Postbk Alzey Gf FK 28;PBNKDEFFXXX
59010029;Postbk Bad Vilbel Gf FK 29;PBNKDEFFXXX
59010031;Postbk Bretten Gf FK 31;PBNKDEFFXXX
59010032;Postbk Wilster Gf FK 32;PBNKDEFFXXX
59010033;Postbk Garding Gf FK 33;PBNKDEFFXXX
59010034;Postbk Soltau Gf FK 34;PBNKDEFFXXX
59010035;Postbk Delmenhorst Gf FK 35;PBNKDEFFXXX
59010036;Postbk Cham Gf FK 36;PBNKDEFFXXX
59010037;Postbk Geretsried Gf FK 37;PBNKDEFFXXX
59010038;Postbk Aichach Gf FK 38;PBNKDEFFXXX
59010039;Postbk Ditzingen Gf FK 39;PBNKDEFFXXX
59010040;Postbk Leonberg Gf FK 40;PBNKDEFFXXX
59010041;Postbk Germersheim Gf FK 41;PBNKDEFFXXX
59010042;Postbk Rhens Gf FK 42;PBNKDEFFXXX
59010044;Postbk Obertshausen GfFK 44;PBNKDEFFXXX
59010045;Postbk Maintal Gf FK 45;PBNKDEFFXXX
59010047;Postbk Pulheim Gf FK 47;PBNKDEFFXXX
59010048;Postbk Frechen Gf FK 48;PBNKDEFFXXX
59010049;Postbk Brakel Gf FK 49;PBNKDEFFXXX
59010066;Postbank Saarbrücken;PBNKDEFFXXX
59010111;SEB Saarbrücken;ESSEDE5F590
59010400;SIKB Saarbrücken;SIKBDE55XXX
59020090;UniCredit Bank-HypoVereinbk;HYVEDEMM432
59040000;Commerzbank Saarbrücken;COBADEFFXXX
59050000;Landesbank Saar Saarbrücken;SALADE55XXX
59050101;Sparkasse Saarbrücken;SAKSDE55XXX
59051090;St Spk Völklingen;SALADE51VKS
59052020;SKG BANK Saarbrücken;SALADE51SKG
59070000;Deutsche Bank Saarbruecken;DEUTDE5M555
59070070;Deutsche Bank PGK Saar;DEUTDEDB595
59080090;Commerzbank Saarbrücken;DRESDEFF590
59090626;apoBank Saarbrücken;DAAEDED1026
59090900;PSD Bank RheinNeckarSaar;GENODEF1P19
59091500;Volksbank Sulzbachtal-alt-;GENODE51SUZ
59091800;VB Quierschied -alt-;GENODE51QUI
59092000;Vereinigte Volksbank;GENODE51SB2
59099530;RB Wiesbach -alt-;GENODE51EWI
59099550;Volksbank Nahe-Schaumberg;GENODE51NOH
59190000;Bank 1 Saar;SABADE5SXXX
59190200;Volksbank Westliche Saar;GENODE51SLS
59251020;Kr Spk St. Wendel;SALADE51WND
59252046;Sparkasse Neunkirchen;SALADE51NKS
59291000;Sankt Wendeler Volksbank;GENODE51WEN
59291200;Volksbank Saarpfalz;GENODE51BEX
59292400;Eppelborner Volksbank -alt-;GENODE51EPP
59320087;UniCredit Bank-HypoVereinbk;HYVEDEMM838
59350110;Kreissparkasse Saarlouis;KRSADE55XXX
59351040;Spk Merzig-Wadern;MERZDE55XXX
59390100;Volksbank Saarlouis -alt-;GENODE51SLF
59391200;Volksbank Überherrn;GENODE51UBH
59392000;Volksbank Dillingen -alt-;GENODE51DSA
59392200;Volksbank Untere Saar;GENODE51LOS
59393000;levoBank;GENODE51LEB
59450010;Kreissparkasse Saarpfalz;SALADE51HOM
59491114;VR Bank Saarpfalz;GENODE51HOM
59491300;VR Bank Saarpfalz;GENODE51MBT
60000000;BBk Stuttgart;MARKDEF1600
60010070;Postbank Stuttgart;PBNKDEFFXXX
60010111;SEB Stuttgart;ESSEDE5F600
60010424;Aareal Bank;AARBDE5W600
60010700;L-Bank Stuttgart -alt-;LKBWDE6K600
60020030;BW Bank Stuttgart;SOLADEST601
60020100;Schwabenbank Stuttgart;SCHWDESSXXX
60020290;UniCredit Bank-HypoVereinbk;HYVEDEMM473
60020300;VON ESSEN Bank Stuttgart;VONEDE33STG
60030000;Mercedes-Benz Bank;MEBEDE6SDCB
60030100;Bankhaus Bauer, Stuttgart;BHBADES1XXX
60030200;Ellwabank Stuttgart;ELGEDES1XXX
60030600;CreditPlus Bank;CPLUDES1XXX
60030666;CreditPlus Bank;CPLUDES1666
60030700;AKTIVBANK Pforzheim;AKBADES1XXX
60030900;Isbank Stuttgart;ISBKDEFXSTU
60031000;TRUMPF Financial Ditzingen;TRUFDE66XXX
60033000;Wüstenrot Bausparkasse;BSWLDE61XXX
60035810;IBM Kreditbank Herrenberg;IBKBDES1XXX
60040060;Commerzbank CC Stuttgart;COBADEFFXXX
60040061;Commerzbank CC Stuttgart;COBADEFFXXX
60040071;Commerzbank Stuttgart;COBADEFFXXX
60050000;Landesbank Baden-Württ;SOLADESTXXX
60050009;ZV LBBW ISE Stuttgart;
60050101;LBBW/BW-Bank Stuttgart;SOLADEST600
60060000;DZ BANK;GENODESGXXX
60060202;DZ PRIVATBANK Ndl Stuttgart;GENODESTXXX
60060396;Untertürkheimer Volksbank;GENODES1UTV
60060606;EKK Stuttgart -alt-;GENODES1EK2
60060893;VR-Bank Stuttgart -alt-;GENODES1FIL
60062775;Echterdinger Bank;GENODES1ECH
60062909;Volksbank Strohgäu;GENODES1MCH
60069017;Raiffbk Dellmensingen;GENODES1DMS
60069066;Raiffeisenbank Niedere Alb;GENODES1RBA
60069075;Raiffbk Bühlertal;GENODES1RVG
60069147;Raiffbk Sondelfingen;GENODES1RSF
60069158;Raiffbk Steinheim;GENODES1SAA
60069206;Raiffeisenbank Aidlingen;GENODES1AID
60069224;Genossenschaftsbank Weil;GENODES1GWS
60069235;Raiffbk Waldachtal -alt-;
60069239;Bopfinger Bank Sechta-Ries;GENODES1BPF
60069242;Raiffbk Gruibingen;GENODES1RGR
60069245;Raiffbk Bühlertal;GENODES1RVG
60069251;Raiffbk Donau-Iller;GENODES1RDI
60069302;Raiffeisenbank Erlenmoos;GENODES1ERM
60069303;Raiffbk Bad Schussenried;GENODES1RBS
60069308;Raiffbk Ingoldingen;GENODES1RIN
60069315;VB Freiberg und Umgebung;GENODES1MDH
60069325;Hegnacher Bank -alt-;GENODES1HEG
60069336;Raiffbk Maitis;GENODES1RMA
60069343;Raiffeisenbank Rißtal;GENODES1RRI
60069346;Raiffbk Ehingen-Hochsträß;GENODES1REH
60069350;Raiffbk Reute-Gaisbeuren;GENODES1RRG
60069355;Ehninger Bank;GENODES1EHN
60069378;VB Dettenhausen;GENODES1DEH
60069387;Dettinger Bank;GENODES1DBE
60069417;Raiffbk Kirchheim-Walheim;GENODES1KIB
60069419;Uhlbacher Bank -alt-;GENODES1UHL
60069420;Raiffbk Mittelbiberach -alt;GENODES1MBI
60069431;Raiffbk Oberessendorf;GENODES1OED
60069442;Raiffbk Frankenh-Stimpfach;GENODES1RFS
60069455;Raiffbk Vordersteinenberg;GENODES1RVS
60069457;Raiffeisenbank Ottenbach;GENODES1OTT
60069461;Raiffbk Rottumtal;GENODES1RRE
60069462;Winterbacher Bank;GENODES1WBB
60069463;Raiffbk Geislingen-Rosenf;GENODES1RKH
60069476;Raiffbk Heidenheimer Alb;GENODES1DEA
60069485;Raiffbk ob Wald Simmersfeld;GENODES1ROW
60069505;Volksbank Murgtal -alt-;GENODES1VMT
60069517;Scharnhauser Bank;GENODES1SCA
60069527;Volksbank Brenztal;GENODES1RNS
60069538;Löchgauer Bank;GENODES1LOC
60069544;Raiffeisenbank Westhausen;GENODES1RWN
60069545;Nufringer Bank;GENODES1NUF
60069553;Raiffbk Aichh-Hardt-Sulgen;GENODES1HAR
60069564;Raiffbk Vordere Alb;GENODES1RVA
60069595;Raiffbk Schrozberg-Rot;GENODES1SBB
60069639;Raiffbk Ingersheim;GENODES1RIH
60069648;Raiffeisenbank;GENODES1EHZ
60069669;Erligheimer Bank -alt-;GENODES1EHB
60069673;Abtsgmünder Bank;GENODES1ABR
60069680;Raiffbk Bretzfeld-Neuenst.;GENODES1BRZ
60069685;Raiffeisenbank Wangen;GENODES1RWA
60069705;Raiffeisenbank Schlat -alt-;GENODES1SLA
60069706;Raiffbk Mehrstetten;GENODES1MEH
60069710;Raiffbk Gammesfeld;GENODES1RGF
60069714;Raiffeisenbank Kocher-Jagst;GENODES1IBR
60069724;Raiffbk Heroldstatt -alt-;GENODES1RHS
60069727;Raiffbk Oberstenfeld;GENODES1ROF
60069738;VB Freiberg und Umgebung;GENODES1FAN
60069766;Volks- u Raiffbk Boll -alt-;GENODES1BBO
60069795;VB Freiberg und Umgebung;GENODES1HHB
60069798;Raiffeisenbank Horb;GENODES1RHB
60069817;Raiffbk Mötzingen;GENODES1RMO
60069832;Raiffbk Urbach;GENODES1URB
60069842;Darmsheimer Bank;GENODES1DHB
60069858;Enztalbank -alt-;GENODES1VAI
60069860;Federseebank;GENODES1FED
60069876;Raiffeisenbank Oberes Gäu;GENODES1ROG
60069896;VB Freiberg und Umgebung;GENODES1PLE
60069904;VR-Bank Alb;GENODES1RUW
60069905;Volksbank Remseck;GENODES1REM
60069911;Raiffbk Erlenbach;GENODES1ERL
60069926;VB Glatten-Wittendorf -alt-;GENODES1VBG
60069927;Berkheimer Bank;GENODES1BHB
60069931;Raiffbk Berghülen;GENODES1BGH
60069950;Raiffbk Tüngental;GENODES1TUN
60069976;Raiffbk Böllingertal;GENODES1BOE
60069980;Raiffbk Maselheim-Äpfingen;GENODES1RMH
60070024;Deutsche Bank PGK Stuttgart;DEUTDEDBSTG
60070070;Deutsche Bank Stuttgart;DEUTDESSXXX
60080000;Commerzbank Stuttgart;DRESDEFF600
60080055;Commerzbk Zw 55 Stuttgart;DRESDEFF608
60080057;Commerzbk Zw 57 Stuttgart;DRESDEFF609
60080085;Commerzbk ITGK Stuttgart;DRESDEFFI50
60080086;Commerzbank ITKG3 Stutt.;DRESDEFFI54
60080087;Commerzbank ITGK4 Sttgrt;DRESDEFFI57
60080088;Commerzbank ITGK5 Sttgrt;DRESDEFFI58
60089450;Commerzbank ITGK Stgt;DRESDEFFI21
60090100;Volksbank Stuttgart;VOBADESSXXX
60090300;VB Zuffenhausen;GENODES1ZUF
60090609;apoBank Stuttgart;DAAEDED1009
60090700;Südwestbank Stuttgart;SWBSDESSXXX
60090800;Sparda-Bank Baden-Württemb;GENODEF1S02
60090900;PSD Bank RheinNeckarSaar;GENODEF1P20
60120200;BHF-BANK Stuttgart;BHFBDEFF600
60120500;Bank für Sozialwirtschaft;BFSWDE33STG
60130100;FFS Bank Stuttgart;GENODED1FFS
60133300;Santander Bank Stuttgart;SCFBDE33XXX
60241074;Commerzbank Backnang;COBADEFFXXX
60250010;Kr Spk Waiblingen;SOLADES1WBN
60250184;BW-Bank/LBBW Waiblingen;SOLADEST820
60261329;Fellbacher Bank;GENODES1FBB
60261622;VR-Bank Weinstadt;GENODES1WNS
60261818;Raiffbk Weissacher Tal;GENODES1RWT
60262063;Korber Bank;GENODES1KOR
60262693;Kerner Volksbank;GENODES1KRN
60270024;Deutsche Bank PGK Waiblinge;DEUTDEDB606
60270073;Deutsche Bank Waiblingen;DEUTDESS606
60290110;Volksbank Rems -alt-;GENODES1VWN
60291120;Volksbank Backnang;GENODES1VBK
60291510;Volksbank Winnenden -alt-;GENODES1WIN
60320291;UniCredit Bank-HypoVereinbk;HYVEDEMM858
60340071;Commerzbank Sindelfingen;COBADEFFXXX
60350130;Kr Spk Böblingen;BBKRDE6BXXX
60361923;Raiffeisenbank Weissach;GENODES1WES
60380002;Commerzbank Böblingen;DRESDEFF601
60390000;Vereinigte Volksbank;GENODES1BBV
60390300;Volksbank Region Leonberg;GENODES1LEO
60391310;VB Herrenbg-Nagold-Rottenbg;GENODES1VBH
60391420;Volksbank Magstadt;GENODES1MAG
60410600;Wüstenrot Bank Pfandbriefbk;WUEHDE61XXX
60420000;Wüstenrot Bank;WBAGDE61XXX
60420186;UniCredit Bank-HypoVereinbk;HYVEDEMM860
60422000;RSB-Bank Kornwestheim;SABUDE6SXXX
60440073;Commerzbank Ludwigsburg;COBADEFFXXX
60450050;Kreissparkasse Ludwigsburg;SOLADES1LBG
60450193;BW-Bank/LBBW Ludwigsburg;SOLADEST800
60460142;VB Freiberg und Umgebung;GENODES1EGL
60462808;VR-Bank Asperg-Markgröning;GENODES1AMT
60470024;Deutsche Bank PGK Ludwigsbu;DEUTDEDB604
60470082;Deutsche Bank Ludwigsburg;DEUTDESS604
60480008;Commerzbank Ludwigsburg;DRESDEFF604
60490150;Volksbank Ludwigsburg;GENODES1LBG
60491430;VR-Bank Neckar-Enz;GENODES1VBB
60651070;Kreissparkasse Calw -alt-;PZHSDE66XXX
60661906;Raiffbk Wimsheim-Mönsheim;GENODES1WIM
60663084;Raiffbk Calw;GENODES1RCW
60670024;Deutsche Bank PGK Untertürk;DEUTDEDB659
60670070;Deutsche Bank Untertürkheim;DEUTDESS659
60691440;VB Maulbronn-Oberderd.-alt-;GENODES1VMB
61030000;Martinbank Göppingen;MARBDE6GXXX
61040014;Commerzbank Göppingen;COBADEFFXXX
61050000;Kr Spk Göppingen;GOPSDE6GXXX
61050181;BW-Bank/LBBW Göppingen;SOLADEST870
61060500;Volksbank Göppingen;GENODES1VGP
61070024;Deutsche Bank PGK Göppingen;DEUTDEDB610
61070078;Deutsche Bank Göppingen;DEUTDESS610
61080006;Commerzbank Göppingen;DRESDEFF610
61091200;VB-Raiffbk Deggingen;GENODES1DGG
61120286;UniCredit Bank-HypoVereinbk;HYVEDEMM859
